"Fon Kodu","Fon Adı","Şemsiye Fon Türü","1 Ay (%)","3 Ay (%)","6 Ay (%)","Yılbaşı (%)","1 Yıl (%)","3 Yıl (%)","5 Yıl (%)"
"RBF","ROTA PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,7649","0,9639","12,1794","8,7536","-","-","-"
"NJR","NUROL PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,7574","12,2835","26,3528","21,0513","62,9391","211,7435","-"
"OFI","OYAK PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,7347","7,6453","13,7629","14,2706","26,4852","-","-"
"EDU","İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,6808","-2,2495","8,4183","2,8112","32,5194","-","-"
"STI","ATLAS PORTFÖY SENTİMENT SERBEST FON","Serbest Şemsiye Fonu","4,6210","8,2207","-","6,9848","-","-","-"
"TCF","TEB PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,5833","10,5065","22,5144","17,3752","53,7096","-","-"
"YSU","YAPI KREDİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,5377","0,9052","11,0133","6,4822","27,5123","218,0311","466,1316"
"NNF","HEDEF PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","4,5352","4,3114","7,6587","1,6736","4,3273","455,9949","-"
"ZBD","ZİRAAT PORTFÖY DENGELİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,5115","-1,3348","1,9604","-2,3454","5,1594","229,1143","460,7789"
"GOH","GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","4,4906","4,4310","3,9393","-0,3561","8,3137","532,2908","-"
"KRC","KARE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,4793","9,8352","22,6992","17,6925","53,4056","194,4413","286,8059"
"ONN","AKTİF PORTFÖY AKTİF ONİKS SERBEST (TL) FON","Serbest Şemsiye Fonu","4,4709","12,7926","25,7090","20,9194","55,8311","181,8182","286,5586"
"PRU","ALLBATROSS PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,4520","12,9183","26,6784","21,5664","58,5086","-","-"
"PKV","PARDUS PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,4337","12,8513","-","-","-","-","-"
"TTA","İŞ PORTFÖY ALTIN FONU","Kıymetli Madenler Şemsiye Fonu","4,4282","20,0148","27,7001","34,1691","64,5230","312,5226","910,3189"
"PRY","PUSULA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,4197","12,3353","25,8291","20,8633","59,9546","-","-"
"TP2","TERA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,4082","12,9049","-","-","-","-","-"
"YAK","YAPI KREDİ PORTFÖY KARMA FON","Karma Şemsiye Fonu","4,3947","0,4591","9,4467","4,4795","18,1600","195,4526","578,5994"
"OKP","OYAK PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,3912","11,1594","24,4657","19,5801","57,0131","175,5891","269,2485"
"PPN","NUROL PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3798","12,1711","25,8780","20,7819","60,9633","204,5963","-"
"FIL","FİBA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3785","11,9250","25,2531","20,2782","59,2156","192,3158","295,3862"
"OLE","OSMANLI PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,3749","12,4538","25,9772","20,9724","59,3633","189,2395","-"
"IFV","ICBC TURKEY PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,3694","10,0184","22,0960","17,6939","54,9667","183,0707","-"
"ZDD","ZİRAAT PORTFÖY TEMKİNLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,3668","8,9987","19,4841","15,0898","38,7775","224,9479","372,4626"
"YAC","YAPI KREDİ PORTFÖY İKİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,3581","4,4817","5,3481","4,7172","14,8725","190,3772","512,8794"
"HVT","ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3571","11,9431","25,6056","20,6663","59,7900","-","-"
"ZJL","ZİRAAT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","4,3550","5,1966","8,6966","1,8057","8,6301","515,5338","-"
"IHZ","ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","4,3532","-11,3003","-11,3998","-13,8563","-23,8796","-","-"
"RCV","AZİMUT PORTFÖY BİRİNCİ ÇOKLU VARLIK KATILIM FONU","Katılım Şemsiye Fonu","4,3379","-","-","-","-","-","-"
"KPP","KARE PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","4,3358","11,6375","25,0979","20,0687","59,6969","-","-"
"PSE","ATLAS PORTFÖY PARA PİYASASI SERBEST FON","Serbest Şemsiye Fonu","4,3332","-","-","-","-","-","-"
"PPP","PERFORM PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3246","11,6135","25,1608","20,1331","59,8265","-","-"
"HYV","HEDEF PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3239","11,8446","25,5707","20,4770","60,4192","205,1992","-"
"ZBJ","ZİRAAT PORTFÖY BAŞAK PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3222","11,6833","25,2685","20,1805","59,9438","196,3991","-"
"MTH","MT PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","4,3111","-0,7645","-","2,9447","-","-","-"
"FBZ","FİBA PORTFÖY KAR PAYI ÖDEYEN SERBEST FON","Serbest Şemsiye Fonu","4,3037","7,9869","14,0712","15,1000","36,2329","124,1505","-"
"FSK","QNB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,3027","11,2870","24,4154","19,6112","57,7606","185,7176","-"
"BGP","AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2977","11,8051","25,4808","20,4035","60,3143","196,0576","298,7156"
"IRT","INVEO PORTFÖY TEKNOLOJİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,2974","-0,2283","6,0409","3,0890","22,3351","341,4390","-"
"NLK","NUROL PORTFÖY KISA VADELİ SERBEST FON","Serbest Şemsiye Fonu","4,2897","12,6941","-","-","-","-","-"
"PGD","QİNVEST PORTFÖY AGRESİF DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,2870","12,8473","-","-","-","-","-"
"KVS","AZİMUT PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,2776","12,5681","25,1542","20,8551","55,7503","-","-"
"AC4","PARDUS PORTFÖY PARA PİYASASI (TL) FON","Para Piyasası Şemsiye Fonu","4,2709","11,9697","25,6392","20,5460","59,9668","-","-"
"DL2","DENİZ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2678","11,7430","25,3224","20,2485","-","-","-"
"FNO","QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,2629","13,1755","22,4149","20,1239","39,0391","226,7320","494,1291"
"IOO","İŞ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2628","11,5856","25,0575","20,0335","59,5023","-","-"
"ADE","AK PORTFÖY DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,2559","11,5737","24,3010","19,4574","55,3309","175,8815","257,6758"
"VNK","VEGA PORTFÖY ANKA SERBEST FON","Serbest Şemsiye Fonu","4,2460","10,9265","23,0502","18,6896","50,3834","-","-"
"GZL","GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,2426","9,0453","9,2648","11,4360","9,4415","113,1737","-"
"PPT","ATLAS PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2416","12,0314","25,8765","20,7956","61,0127","-","-"
"GPZ","GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","4,2395","12,3044","-","-","-","4,5691","-"
"KSA","HEDEF PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,2349","12,2695","26,4336","21,2866","62,2733","-","-"
"GRL","QNB PORTFÖY AGRESİF SERBEST FON","Serbest Şemsiye Fonu","4,2348","10,5155","21,9075","18,3888","22,2383","-","-"
"EIL","QİNVEST PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","4,2245","12,0007","25,4968","20,5039","59,8587","178,1495","278,7167"
"IJV","İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2218","11,7704","25,5513","20,3697","60,3335","191,6353","-"
"ICE","ICBC TURKEY PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2206","11,4064","24,6315","19,7127","58,3592","180,4234","272,8955"
"BBF","PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,2198","11,4661","25,2489","20,6862","54,9773","-","-"
"UPP","ÜNLÜ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2176","11,3957","24,7503","19,7626","58,8830","187,6802","290,9154"
"PPI","YAPI KREDİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2131","11,2670","24,8535","19,7953","-","-","-"
"PRD","PİRAMİT PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2112","11,6705","25,5107","20,4112","-","-","-"
"PPZ","AZİMUT PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,2042","11,5376","25,0438","20,0256","59,5670","203,0462","-"
"HVK","HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,1987","12,2972","26,4360","21,3529","61,5820","218,4222","-"
"HPT","HSBC PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,1983","9,3857","21,4792","16,9021","52,0212","152,7340","227,4389"
"AAL","ATA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1965","11,8121","25,3858","20,3900","59,6883","178,1445","270,0828"
"PPJ","AK PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","4,1903","12,2730","-","-","-","-","-"
"CFO","ROTA PORTFÖY İKİNCİ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","4,1893","11,3827","24,9984","19,9491","-","-","-"
"DLY","DENİZ PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1825","11,6790","24,9762","20,0116","59,0412","185,3113","279,3493"
"HSL","HSBC PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1794","11,5305","24,7150","19,7833","58,7495","167,8072","254,6230"
"NRG","NEO PORTFÖY BİRİNCİ PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","4,1725","11,6272","25,3520","20,2995","60,1826","206,1073","-"
"KIE","TRIVE PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1675","12,0154","25,5403","20,4905","60,4698","-","-"
"NZT","NEO PORTFÖY PARA PİYASASI SERBEST FON","Serbest Şemsiye Fonu","4,1655","11,9347","25,1439","20,2218","59,0411","190,5726","-"
"DCB","DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","4,1635","12,1647","25,8472","20,7886","60,7052","-","-"
"PTE","TEB PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","4,1613","-","-","-","-","-","-"
"NVB","NEO PORTFÖY İKİNCİ PARA PİYASASI (TL) FON","Para Piyasası Şemsiye Fonu","4,1603","11,4531","24,9926","20,0065","59,2032","-","-"
"KKH","İŞ PORTFÖY DENGELİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,1541","5,2477","10,7197","7,0986","24,5344","228,5002","-"
"GO6","FONERİA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1433","11,6430","25,6023","20,5595","60,4984","-","-"
"PRH","AURA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1408","11,5057","24,8939","19,8685","-","-","-"
"RPP","ROTA PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1356","11,5617","25,1534","20,1303","59,9239","199,9632","-"
"FPK","FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,1296","10,8409","22,9723","18,5694","53,9552","162,5821","247,2629"
"TCB","TACİRLER PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","4,1292","11,7769","25,1878","20,2245","59,0795","164,3775","236,6246"
"YCK","YAPI KREDİ PORTFÖY CİHANGİR SERBEST FON","Serbest Şemsiye Fonu","4,1256","-5,4900","-9,2461","-4,9961","6,6176","172,1265","-"
"ICD","ICBC TURKEY PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","4,1224","5,7887","16,6350","12,1282","43,1342","242,2948","384,6627"
"MPL","MT PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,1121","11,7708","-","20,5863","-","-","-"
"PFO","PHİLLİP PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","4,1091","-6,0957","3,1088","0,7716","11,3427","-","-"
"RBB","RE-PIE PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,1079","-","-","-","-","-","-"
"HOY","HSBC PORTFÖY YABANCI BYF FON SEPETI","Fon Sepeti Şemsiye Fonu","4,1060","8,1567","14,3682","13,6906","30,4116","179,8485","591,9201"
"KKL","ALLBATROSS PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","4,1028","12,2695","25,1323","20,4410","-","-","-"
"EDT","DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON","Serbest Şemsiye Fonu","4,0841","11,9352","25,3903","20,3562","-","-","-"
"IDL","AKTİF PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,0790","10,8779","24,1695","19,1618","58,5344","191,6368","-"
"RBP","RE-PIE PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,0776","11,5446","25,3346","20,2968","-","-","-"
"FSF","FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON","Serbest Şemsiye Fonu","4,0753","11,8935","25,2721","20,3068","59,5950","198,9641","306,5151"
"NJY","NUROL PORTFÖY BİRİNCİ KATILIM FONU","Katılım Şemsiye Fonu","4,0733","11,4537","24,9819","20,0924","57,1616","264,1777","-"
"UP2","ÜNLÜ PORTFÖY ONİKİNCİ SERBEST FON","Serbest Şemsiye Fonu","4,0724","11,4505","24,8132","19,7710","59,0685","-","-"
"GYK","INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,0706","9,2680","21,1434","16,8467","49,3748","184,9931","287,3014"
"MGB","İŞ PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","4,0685","10,4134","-","-","-","-","-"
"BVZ","BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,0633","12,2186","26,2083","21,2186","67,3912","-","-"
"BOL","AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,0600","4,0444","-","-","-","-","-"
"GBL","AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,0599","11,4386","24,8011","20,0611","57,8819","194,7660","300,8539"
"GBN","GARANTİ PORTFÖY BEŞİNCİ (TL) SERBEST FON","Serbest Şemsiye Fonu","4,0590","11,8838","25,2936","20,3501","59,3851","198,7443","306,3344"
"IRY","INVEO PORTFÖY PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,0542","11,4270","24,9231","19,8894","59,5585","-","-"
"NSP","NUROL PORTFÖY PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","4,0518","11,7111","-","-","-","-","-"
"LKT","AKTİF PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","4,0468","11,4498","-","-","-","-","-"
"ODD","OYAK PORTFÖY DÖRDÜNCÜ SERBEST FON","Serbest Şemsiye Fonu","4,0428","4,9460","11,4626","7,6616","15,3517","130,6639","-"
"HRZ","AKTİF PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","4,0410","7,2120","9,1142","6,4956","-","-","-"
"OSD","OSMANLI PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","4,0364","11,9876","25,6408","20,6128","59,8659","200,4289","344,6519"
"OSL","OSMANLI PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","4,0322","10,4192","23,4099","18,6053","54,8963","163,8362","259,4122"
"DGH","ATA PORTFÖY ÜÇÜNCÜ SERBEST (TL) FONU","Serbest Şemsiye Fonu","4,0261","12,0463","25,6034","20,7571","57,9780","194,6301","302,8798"
"RPT","ROTA PORTFÖY İKİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,0248","12,2558","25,7037","20,6882","61,7033","-","-"
"PUC","AK PORTFÖY BİRİNCİ KISA VADELİ SERBEST (TL)  FON","Serbest Şemsiye Fonu","4,0190","11,5545","25,0822","20,1596","59,7474","184,7735","269,4758"
"ZP8","ZİRAAT PORTFÖY KEHRİBAR PARA PİYASASI KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","4,0163","11,3967","24,4782","19,6274","57,0792","-","-"
"NVT","NEO PORTFÖY ÜÇÜNCÜ SERBEST (TL) FON","Serbest Şemsiye Fonu","4,0013","12,1966","25,7404","20,8651","59,9557","-","-"
"DBK","DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,9982","11,2047","24,5375","19,5068","57,3184","170,5068","253,7736"
"IST","İSTANBUL PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,9764","11,9271","25,4934","20,5007","58,0084","190,5348","295,2493"
"TPF","TACİRLER PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,9759","9,9267","21,9116","17,6440","46,9405","108,0412","224,9664"
"PPK","QNB PORTFÖY PARA PİYASASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,9703","11,3907","24,1548","19,4261","-","-","-"
"TLK","AKTİF PORTFÖY PARA PİYASASI KATILIM (TL) FONU","Katılım Şemsiye Fonu","3,9672","-","-","-","-","-","-"
"KSK","AZİMUT PORTFÖY İKİNCİ PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","3,9668","10,6203","22,6763","18,5147","51,5899","-","-"
"IDH","İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,9653","-1,1169","-1,7691","-6,1559","-3,8876","601,5186","-"
"NSA","NEO PORTFÖY PARA PİYASASI KATILIM SERBEST FON","Serbest Şemsiye Fonu","3,9652","11,3665","24,4406","19,6501","56,2850","-","-"
"HPH","HEDEF PORTFÖY PARA PİYASASI KATILIM FONU","Katılım Şemsiye Fonu","3,9647","11,7054","24,6891","19,8390","-","-","-"
"AUT","ATA PORTFÖY DENGELİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,9587","6,2910","17,2744","13,4008","42,1646","137,0277","203,9338"
"AHU","ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,9571","12,0719","25,7298","20,8551","59,2909","213,6338","337,4324"
"MBL","MEKSA PORTFÖY İKİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,9476","11,1661","23,9117","19,2600","56,4856","132,4608","190,9448"
"TBV","İŞ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,9444","11,6553","24,1350","19,5615","55,0325","172,6461","266,5807"
"OKT","OYAK PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,9411","11,5763","24,7018","19,9899","57,7087","190,0990","296,8504"
"ZPC","ZİRAAT PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,9317","6,5389","10,3051","6,9302","19,7916","260,6728","604,5650"
"SUA","ÜNLÜ PORTFÖY BİRİNCİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,9290","9,5601","21,4625","17,0448","45,2654","235,2144","451,9245"
"GKH","GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,9242","11,3578","23,9123","19,2659","55,0913","-","-"
"RKV","RE-PIE PORTFÖY KISA VADELİ KATILIM SERBEST (TL) FON","Serbest Şemsiye Fonu","3,9241","10,7981","23,3802","18,8386","54,1727","-","-"
"PJL","PHİLLİP PORTFÖY PARA PİYASASI FONU","Para Piyasası Şemsiye Fonu","3,9203","11,2176","24,7026","19,7837","58,5867","187,2200","-"
"IRF","İSTANBUL PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,9203","10,9817","16,6042","12,3442","28,7087","-","-"
"TZD","ZİRAAT PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON)","Hisse Senedi Şemsiye Fonu","3,9154","-5,4152","-0,9576","-8,3398","-8,4430","336,6838","901,2270"
"TI4","İŞ PORTFÖY TEMKİNLİ DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,9088","7,4347","18,1684","15,6584","42,5270","236,7796","389,3818"
"FPI","FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU","Para Piyasası Şemsiye Fonu","3,9034","11,3997","24,6385","19,8035","56,7096","-","-"
"GA1","GARANTİ PORTFÖY BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,8950","1,5617","12,3976","8,8725","36,9941","155,5406","244,8187"
"HYU","HSBC PORTFÖY KISA VADELİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,8935","11,1781","-","-","-","-","-"
"PID","PİRAMİT PORTFÖY DEĞİŞKEN FON","Değişken Şemsiye Fonu","3,8751","10,3549","19,3152","15,8424","-","-","-"
"TPC","TEB PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,8722","12,7110","20,1457","20,2373","29,2079","154,5699","482,8787"
"OPD","OSMANLI PORTFÖY ANKA SERBEST FON","Serbest Şemsiye Fonu","3,8587","11,5700","24,4985","19,5275","57,1279","218,6859","379,2303"
"PPM","PİRAMİT PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,8240","11,9296","21,7579","18,5248","-","-","-"
"NSK","NEO PORTFÖY BİRİNCİ SERBEST FON","Serbest Şemsiye Fonu","3,8163","11,6602","25,0122","20,3542","59,5283","228,7853","-"
"PPF","AZİMUT PORTFÖY AKÇE SERBEST FON","Serbest Şemsiye Fonu","3,8160","7,7461","17,2639","12,0733","41,0210","142,2100","202,7640"
"VMV","VEGA PORTFÖY MAVİ SERBEST FON","Serbest Şemsiye Fonu","3,8150","10,6423","23,7856","18,9321","56,0486","-","-"
"FYO","QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,8122","11,1231","23,8396","19,2287","55,9232","172,9428","254,5527"
"OTK","OYAK PORTFÖY BİRİNCİ KATILIM SERBEST FON","Serbest Şemsiye Fonu","3,8112","10,9898","22,5630","14,5516","38,7084","135,8495","262,4377"
"KIF","TRIVE PORTFÖY EMTİA SERBEST FON","Serbest Şemsiye Fonu","3,8090","10,4894","16,7369","19,3184","30,7450","-","-"
"PFS","ATLAS PORTFÖY FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,7959","12,4058","18,5318","16,0398","36,1816","-","-"
"ARL","AK PORTFÖY BİRİNCİ FON SEPETİ FONU","Fon Sepeti Şemsiye Fonu","3,7943","8,4669","18,0730","14,9158","41,2162","236,5001","450,6649"
"GTF","AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,7934","1,7206","14,0846","11,0871","41,8719","154,8963","259,1319"
"GUB","GARANTİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU","Borçlanma Araçları Şemsiye Fonu","3,7892","11,2628","24,0513","19,1607","58,4015","-","-"
"TCC","TACİRLER PORTFÖY SERBEST ( DÖVİZ ) FON","Serbest Şemsiye Fonu","3,7854","4,7329","11,8916","9,9443","21,3838","204,4489","563,9076"
"ZJI","ZİRAAT PORTFÖY İKİNCİ SERBEST (TL) FON","Serbest Şemsiye Fonu","3,7752","23,6206","60,2345","54,2429","157,4423","580,9786","-"
"KPF","NEO PORTFÖY KAPADOKYA HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON)","Serbest Şemsiye Fonu","3,7638","-","-","-","-","-","-"
"AYR","AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU","Borçlanma Araçları Şemsiye Fonu","3,7631","11,0457","23,7610","19,1183","54,7934","178,3184","271,6042"
